,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
87,-77.6133131297054,43.1779624682057,2966,"1036 N Clinton Ave, Rochester, NY, 14621",2018,6,132,2018-06-18T01:32:00.000Z,2018,6,132,2018-06-18T01:32:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,43.1779977,-77.61324909999999
88,-77.6243579257203,43.1236079462745,2979,"601 Elmwood Ave, Rochester, NY, 14620",2018,7,1558,2018-07-26T15:58:00.000Z,2018,7,1640,2018-07-26T16:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Hospital,43.1226582,-77.62545469999999
89,-77.62340967826,43.1500135676234,2984,"166 Atkinson St, Rochester, NY, 14608",2018,7,1803,2018-07-05T18:03:00.000Z,2018,7,1803,2018-07-05T18:03:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Firearm,* No Larceny Type Specified *,Multiple Dwelling,43.1500215,-77.6233199
90,-77.62340967826,43.1500135676234,2985,"166 Atkinson St, Rochester, NY, 14608",2018,7,1108,2018-07-05T11:08:00.000Z,2018,7,1108,2018-07-05T11:08:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,Theft from Mailbox,Multiple Dwelling,43.1500215,-77.6233199
91,-77.61145560125149,43.1298502240542,2988,"1307 South Ave, Rochester, NY, 14620",2018,3,1630,2018-03-24T16:30:00.000Z,2018,3,430,2018-03-25T04:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1298683,-77.61135209999999
92,-77.6243579257203,43.1236079462745,2998,"601 Elmwood Ave, Rochester, NY, 14620",2018,2,1900,2018-02-27T19:00:00.000Z,2018,2,700,2018-02-28T07:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
93,-77.5654541454072,43.1711564285052,3013,"1037 Bay St, Rochester, NY, 14609",2018,9,2130,2018-09-04T21:30:00.000Z,2018,9,930,2018-09-05T09:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1711088,-77.5653899
94,-77.6076244128965,43.1595994517976,3046,"113 N Clinton Ave, Rochester, NY, 14604",2018,1,340,2018-01-17T03:40:00.000Z,2018,1,340,2018-01-17T03:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1595798,-77.6077487
95,-77.608029248964,43.152963831053,3052,"103 Court St, Rochester, NY, 14604",2018,8,1400,2018-08-25T14:00:00.000Z,2018,8,635,2018-08-27T06:35:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Construction Site,43.1527909,-77.6079922
96,-77.6515757182227,43.14495257632011,3057,"565 Chili Ave, Rochester, NY, 14619",2018,2,1800,2018-02-11T18:00:00.000Z,2018,2,143,2018-02-12T01:43:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.144771,-77.65159
97,-77.6227710895822,43.2259622875547,3068,"95 Leander Rd, Rochester, NY, 14612",2018,9,1600,2018-09-12T16:00:00.000Z,2018,9,730,2018-09-13T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.2259452,-77.6228028
98,-77.6102642503646,43.1271733357695,3079,"1360 South Ave, Rochester, NY, 14620",2018,5,2000,2018-05-23T20:00:00.000Z,2018,5,2100,2018-05-23T21:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Park/Playground,43.1284608,-77.6120076
99,-77.6129305022142,43.1707668625105,3080,"100 Borinquen Plz, Rochester, NY, 14605",2018,5,2130,2018-05-09T21:30:00.000Z,2018,5,2200,2018-05-09T22:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1708568,-77.6126653
100,-77.59588498451001,43.1515152353296,3090,"10 Tracy St, Rochester, NY, 14607",2018,10,2230,2018-10-05T22:30:00.000Z,2018,10,1245,2018-10-06T12:45:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1511573,-77.5943794
101,-77.6243579257203,43.1236079462745,3091,"601 Elmwood Ave, Rochester, NY, 14620",2018,6,45,2018-06-12T00:45:00.000Z,2018,6,1600,2018-06-12T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
102,-77.62373808403991,43.120334057204,3094,"146 Rossiter Rd, Rochester, NY, 14620",2018,5,1440,2018-05-18T14:40:00.000Z,2018,5,1440,2018-05-18T14:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1203115,-77.6237427
103,-77.6061425689424,43.16587218698339,3121,"138 Joseph Ave, Rochester, NY, 14605",2018,6,1500,2018-06-29T15:00:00.000Z,2018,6,1000,2018-06-30T10:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Commercial Service Location,43.165655,-77.606368
104,-77.6061425689424,43.16587218698339,3122,"138 Joseph Ave, Rochester, NY, 14605",2018,3,1520,2018-03-27T15:20:00.000Z,2018,3,1520,2018-03-27T15:20:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,All Other Larcenies,Factory/Mill/Plant,43.165655,-77.606368
105,-77.6037435903086,43.184137482540905,3161,"252 Weaver St, Rochester, NY, 14621",2018,10,2045,2018-10-20T20:45:00.000Z,2018,10,2045,2018-10-20T20:45:00.000Z,F,Robbery 2nd: Causes Physical Injury                         ,3,Blunt Object,* No Larceny Type Specified *,Multiple Dwelling,43.1840626,-77.6037356
106,-77.5910452938047,43.1709537469505,3164,"114 Bay St, Rochester, NY, 14605",2018,2,2236,2018-02-11T22:36:00.000Z,2018,2,2236,2018-02-11T22:36:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,43.1709214,-77.59101559999999
107,-77.63710948820159,43.179742588130395,3170,"29 Pierpont St, Rochester, NY, 14613",2018,5,1300,2018-05-23T13:00:00.000Z,2018,5,1800,2018-05-23T18:00:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1797794,-77.6371235
108,-77.663431719318,43.1625722987426,3204,"94 Dodge St, Rochester, NY, 14606",2018,7,1200,2018-07-11T12:00:00.000Z,2018,8,1030,2018-08-03T10:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.162379,-77.66320259999999
109,-77.6243579257203,43.1236079462745,3213,"601 Elmwood Ave, Rochester, NY, 14620",2018,8,1700,2018-08-31T17:00:00.000Z,2018,9,1800,2018-09-06T18:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
110,-77.659956014699,43.1824829778197,3228,"1545 Mount Read Blvd, Rochester, NY, 14606",2018,8,1700,2018-08-23T17:00:00.000Z,2018,8,512,2018-08-24T05:12:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.182874,-77.661041
111,-77.6243579257203,43.1236079462745,3245,"601 Elmwood Ave, Rochester, NY, 14620",2018,1,800,2018-01-10T08:00:00.000Z,2018,1,1800,2018-01-12T18:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
112,-77.5631307473364,43.1760766958932,3253,"2175 Clifford Ave, Rochester, NY, 14609",2018,8,1500,2018-08-23T15:00:00.000Z,2018,8,1100,2018-08-24T11:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.175997,-77.5630614
113,-77.58312649998079,43.1860254289041,3266,"30 Pomeroy St, Rochester, NY, 14621",2018,2,1700,2018-02-16T17:00:00.000Z,2018,2,1700,2018-02-16T17:00:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.186004,-77.5830533
114,-77.5954325667135,43.1714441807551,3272,"252 Merrimac St, Rochester, NY, 14605",2018,7,200,2018-07-25T02:00:00.000Z,2018,7,500,2018-07-25T05:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1715036,-77.5953004
115,-77.5593952711917,43.1626129107609,3273,"33 Sodus St, Rochester, NY, 14609",2018,2,1700,2018-02-08T17:00:00.000Z,2018,2,1711,2018-02-08T17:11:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Mailbox,Street,43.1626108,-77.5594149
116,-77.6248737678706,43.1801807571375,3275,"10 Avenue D, Rochester, NY, 14621",2018,10,1000,2018-10-01T10:00:00.000Z,2018,10,1500,2018-10-02T15:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1801892,-77.6247838
117,-77.6148579566938,43.1576969422262,3284,"131 State St, Rochester, NY, 14614",2018,8,1540,2018-08-02T15:40:00.000Z,2018,8,1540,2018-08-02T15:40:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.15765680000001,-77.6148809
118,-77.57158164733579,43.18481693790049,3288,"160 Traver Cir, Rochester, NY, 14609",2018,4,1900,2018-04-24T19:00:00.000Z,2018,4,730,2018-04-25T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1847814,-77.5715914
119,-77.6606013827152,43.141837198706,3338,"919 Chili Ave, Rochester, NY, 14611",2018,2,1300,2018-02-17T13:00:00.000Z,2018,2,1340,2018-02-17T13:40:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1418346,-77.6606614
120,-77.6459865457614,43.1807538026902,3364,"579 Driving Park Ave, Rochester, NY, 14613",2018,3,2030,2018-03-23T20:30:00.000Z,2018,3,2039,2018-03-23T20:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1807108,-77.6459835
121,-77.6243579257203,43.1236079462745,3368,"601 Elmwood Ave, Rochester, NY, 14620",2018,10,1218,2018-10-11T12:18:00.000Z,2018,10,1218,2018-10-11T12:18:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Hospital,43.1226582,-77.62545469999999
122,-77.6243579257203,43.1236079462745,3369,"601 Elmwood Ave, Rochester, NY, 14620",2018,8,930,2018-08-06T09:30:00.000Z,2018,8,930,2018-08-06T09:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
123,-77.5979484360204,43.140438037197505,3381,"919 S Clinton Ave, Rochester, NY, 14620",2018,2,2245,2018-02-03T22:45:00.000Z,2018,2,600,2018-02-04T06:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1403864,-77.59735669999999
124,-77.6243579257203,43.1236079462745,3391,"601 Elmwood Ave, Rochester, NY, 14620",2018,3,800,2018-03-13T08:00:00.000Z,2018,3,1320,2018-03-28T13:20:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
125,-77.64382022915541,43.1271160220265,3401,"205 Weldon St, Rochester, NY, 14611",2018,7,600,2018-07-01T06:00:00.000Z,2018,7,1000,2018-07-06T10:00:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1271275,-77.6437462
126,-77.59146937565559,43.147949206081705,3439,"279 S Goodman St, Rochester, NY, 14607",2018,8,300,2018-08-15T03:00:00.000Z,2018,8,1020,2018-08-15T10:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.14805690000001,-77.59144169999999
127,-77.6661551437209,43.178922447821705,3442,"6 Lexington Ct, Rochester, NY, 14606",2018,9,1035,2018-09-08T10:35:00.000Z,2018,9,1635,2018-09-08T16:35:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1789454,-77.6662621
128,-77.6155052591607,43.1149302812691,3448,"2 Green Knolls Dr, Rochester, NY, 14620",2018,1,900,2018-01-04T09:00:00.000Z,2018,1,1200,2018-01-04T12:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1148774,-77.61538469999999
129,-77.576169265715,43.1451773141811,3466,"12 Berkshire St, Rochester, NY, 14607",2018,6,2330,2018-06-16T23:30:00.000Z,2018,6,1104,2018-06-17T11:04:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1452,-77.5760809
130,-77.62346525054821,43.1180797971152,3468,"125 Lattimore Rd, Rochester, NY, 14620",2018,1,700,2018-01-17T07:00:00.000Z,2018,3,1022,2018-03-27T10:22:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Doctor's Office,43.1180613,-77.6234345
131,-77.6243579257203,43.1236079462745,3477,"601 Elmwood Ave, Rochester, NY, 14620",2018,7,1430,2018-07-15T14:30:00.000Z,2018,7,2200,2018-07-15T22:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
132,-77.6243579257203,43.1236079462745,3478,"601 Elmwood Ave, Rochester, NY, 14620",2018,6,2343,2018-06-01T23:43:00.000Z,2018,6,115,2018-06-02T01:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
133,-77.6243579257203,43.1236079462745,3479,"601 Elmwood Ave, Rochester, NY, 14620",2018,4,1559,2018-04-14T15:59:00.000Z,2018,4,1609,2018-04-14T16:09:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
134,-77.6243579257203,43.1236079462745,3480,"601 Elmwood Ave, Rochester, NY, 14620",2018,2,1816,2018-02-04T18:16:00.000Z,2018,2,105,2018-02-05T01:05:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
135,-77.60920847010391,43.165295138741506,3485,"392 N Clinton Ave, Rochester, NY, 14605",2018,4,1646,2018-04-30T16:46:00.000Z,2018,4,1646,2018-04-30T16:46:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1650774,-77.609535
136,-77.60648986580759,43.1585415862873,3501,"60 N Clinton Ave, Rochester, NY, 14604",2018,9,1400,2018-09-14T14:00:00.000Z,2018,9,1730,2018-09-14T17:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Business Office,43.158466,-77.6066355
137,-77.55707926439541,43.161497305272,3520,"630 Cedarwood Ter, Rochester, NY, 14609",2018,6,1608,2018-06-25T16:08:00.000Z,2018,6,1608,2018-06-25T16:08:00.000Z,F,Grand Larceny 4th: Property Taken From Person               ,6,* No Weapon Specified *,Purse-snatching,Street,43.161482,-77.5571116
138,-77.6243579257203,43.1236079462745,3521,"601 Elmwood Ave, Rochester, NY, 14620",2018,9,255,2018-09-27T02:55:00.000Z,2018,9,256,2018-09-27T02:56:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1226582,-77.62545469999999
139,-77.5423464715639,43.1540874845279,3541,"285 Dorchester Rd, Rochester, NY, 14610",2018,10,2100,2018-10-12T21:00:00.000Z,2018,10,1400,2018-10-13T14:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1540861,-77.54234930000001
140,-77.6243579257203,43.1236079462745,3556,"601 Elmwood Ave, Rochester, NY, 14620",2018,10,1030,2018-10-21T10:30:00.000Z,2018,10,1030,2018-10-21T10:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
141,-77.6243579257203,43.1236079462745,3557,"601 Elmwood Ave, Rochester, NY, 14620",2018,7,630,2018-07-23T06:30:00.000Z,2018,7,725,2018-07-23T07:25:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Hospital,43.1226582,-77.62545469999999
142,-77.6243579257203,43.1236079462745,3558,"601 Elmwood Ave, Rochester, NY, 14620",2018,4,725,2018-04-09T07:25:00.000Z,2018,4,736,2018-04-09T07:36:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Residential Facility,43.1226582,-77.62545469999999
143,-77.6243579257203,43.1236079462745,3559,"601 Elmwood Ave, Rochester, NY, 14620",2018,3,810,2018-03-02T08:10:00.000Z,2018,3,900,2018-03-02T09:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Hospital,43.1226582,-77.62545469999999
144,-77.64134845400329,43.15388185380421,3580,"175 Colvin St, Rochester, NY, 14611",2018,10,2000,2018-10-19T20:00:00.000Z,2018,10,650,2018-10-20T06:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1538543,-77.6413075
